# SIMULATION OUTPUT
# i, j, thmin, thmax, f_bal, mean, std_dev, ks_p_value
16 13 10.0000 25.0000 7.4754e-02 7.7679e+00 3.8392e+00 2.2484e-09
16 14 10.0000 20.0000 4.3100e-02 7.6095e+00 3.9425e+00 2.7351e-09
16 15 10.0000 15.0000 1.8420e-02 7.9054e+00 4.0996e+00 8.1910e-08
16 16 10.0000 10.0000 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
16 17 10.0000 5.0000 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
17 0 5.0000 90.0000 9.9595e-01 1.6086e+02 3.2696e+03 3.6122e-04
17 1 5.0000 85.0000 9.0909e-01 6.6441e+00 3.7598e+01 4.2015e-09
17 2 5.0000 80.0000 8.2504e-01 3.0131e+00 2.1906e+00 7.3884e-21
17 3 5.0000 75.0000 7.3949e-01 4.0468e+00 2.8534e+00 2.5631e-15
17 4 5.0000 70.0000 6.5526e-01 4.5119e+00 2.5644e+00 1.2961e-15
17 5 5.0000 65.0000 5.7496e-01 5.0641e+00 2.7720e+00 2.0002e-14
17 6 5.0000 60.0000 4.9520e-01 5.3424e+00 2.8847e+00 1.3777e-13
17 7 5.0000 55.0000 4.1985e-01 6.0421e+00 3.1945e+00 2.2002e-12
17 8 5.0000 50.0000 3.4844e-01 6.3318e+00 3.4456e+00 5.4224e-12
17 9 5.0000 45.0000 2.8286e-01 6.5804e+00 3.4020e+00 6.5604e-12
17 10 5.0000 40.0000 2.2319e-01 6.8935e+00 3.7603e+00 8.7310e-11
17 11 5.0000 35.0000 1.7306e-01 7.0278e+00 3.9127e+00 1.7848e-10
17 12 5.0000 30.0000 1.2602e-01 7.3951e+00 3.9208e+00 1.0244e-09
17 13 5.0000 25.0000 8.6855e-02 7.8994e+00 4.0811e+00 1.0599e-08
17 14 5.0000 20.0000 5.5201e-02 8.0875e+00 4.0177e+00 1.2708e-08
17 15 5.0000 15.0000 3.0522e-02 8.1902e+00 4.0315e+00 8.7280e-08
17 16 5.0000 10.0000 1.2101e-02 8.0749e+00 3.6348e+00 2.0735e-07
17 17 5.0000 5.0000 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
